Rate_Ratio
" Pennsylvania Resident Deaths: Crude/Age-Specific Rates per 100,000"

CauseofDeaths,CountyState,Year,Sex,RaceEthnicity,Age,Obs_Count,Exp_Count,Population,TRateRatio,RateRatio,LowerBound,UpperBound,Significance,FIPSCode
Heart disease,Jefferson,2020,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,50 to 54,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,55 to 59,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,White,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Jefferson,2020,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,065
Heart disease,Juniata,2020,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,White,55 to 59,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,White,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,55 to 59,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,White,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Juniata,2020,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,067
Heart disease,Lackawanna,2020,Male,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,White,40 to 44,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,White,45 to 49,8,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,White,50 to 54,12,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,White,55 to 59,14,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,White,60 to 64,34,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Asian/Pacific Islander,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,50 to 54,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Male,Hispanic,60 to 64,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,40 to 44,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,50 to 54,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,55 to 59,5,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,White,60 to 64,9,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lackawanna,2020,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,069
Heart disease,Lancaster,2020,Male,White,35 to 39,1,3,"15,129",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,White,40 to 44,2,5,"13,466",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,White,45 to 49,10,10,"13,693",Crude/Age-Specific Rate,73.0,27.8,118.3,,071
Heart disease,Lancaster,2020,Male,White,50 to 54,10,18,"14,709",Crude/Age-Specific Rate,68.0,25.9,110.1,,071
Heart disease,Lancaster,2020,Male,White,55 to 59,27,33,"16,700",Crude/Age-Specific Rate,161.7,100.7,222.6,,071
Heart disease,Lancaster,2020,Male,White,60 to 64,49,50,"16,502",Crude/Age-Specific Rate,296.9,213.9,380.0,,071
Heart disease,Lancaster,2020,Male,Black,35 to 39,0,0,"1,027",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Black,40 to 44,0,1,"1,014",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Black,45 to 49,3,1,935,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Black,50 to 54,1,2,873,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Black,55 to 59,2,4,846,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Black,60 to 64,2,4,633,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Asian/Pacific Islander,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,35 to 39,0,0,272,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,40 to 44,0,0,267,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,45 to 49,0,0,215,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,50 to 54,0,0,165,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,55 to 59,0,0,127,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Multi-Race,60 to 64,0,0,106,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,35 to 39,0,0,"2,239",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,40 to 44,0,0,"2,037",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,45 to 49,1,1,"1,741",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,50 to 54,1,2,"1,424",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,55 to 59,1,2,"1,310",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Male,Hispanic,60 to 64,0,2,979,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,White,35 to 39,3,2,"14,787",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,White,40 to 44,3,2,"13,795",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,White,45 to 49,3,4,"13,834",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,White,50 to 54,5,7,"14,782",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,White,55 to 59,12,12,"17,363",Crude/Age-Specific Rate,69.1,30.0,108.2,,071
Heart disease,Lancaster,2020,Female,White,60 to 64,11,21,"17,322",Crude/Age-Specific Rate,63.5,26.0,101.0,-,071
Heart disease,Lancaster,2020,Female,Black,35 to 39,0,0,944,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Black,40 to 44,0,0,916,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Black,45 to 49,0,1,803,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Black,50 to 54,2,1,719,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Black,55 to 59,0,2,719,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Black,60 to 64,0,2,574,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,35 to 39,0,0,294,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,40 to 44,0,0,276,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,45 to 49,0,0,178,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,50 to 54,0,0,169,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,55 to 59,0,0,142,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Multi-Race,60 to 64,0,0,117,Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,35 to 39,1,0,"2,162",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,40 to 44,0,0,"2,076",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,45 to 49,0,0,"1,760",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,50 to 54,0,1,"1,577",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,55 to 59,0,1,"1,414",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lancaster,2020,Female,Hispanic,60 to 64,2,1,"1,139",Crude/Age-Specific Rate,ND,ND,ND,,071
Heart disease,Lawrence,2020,Male,White,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Heart disease,Lawrence,2020,Male,White,40 to 44,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Heart disease,Lawrence,2020,Male,White,45 to 49,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
