Rate_Ratio
" Pennsylvania Resident Deaths: Crude/Age-Specific Rates per 100,000"

CauseofDeaths,CountyState,Year,Sex,RaceEthnicity,Age,Obs_Count,Exp_Count,Population,TRateRatio,RateRatio,LowerBound,UpperBound,Significance,FIPSCode
Coronary heart disease,Chester,2021,Male,Hispanic,45 to 49,1,0,"1,375",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,White,35 to 39,0,1,"13,910",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,White,40 to 44,0,1,"13,786",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,White,45 to 49,0,2,"13,747",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Black,35 to 39,1,0,959,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Black,40 to 44,0,0,926,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Black,45 to 49,0,0,941,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Asian/Pacific Islander,35 to 39,0,0,"2,099",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Asian/Pacific Islander,40 to 44,0,0,"2,105",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Asian/Pacific Islander,45 to 49,1,0,"1,585",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Multi-Race,35 to 39,0,0,257,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Multi-Race,40 to 44,0,0,272,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Multi-Race,45 to 49,0,0,235,Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Hispanic,35 to 39,0,0,"1,370",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Hispanic,40 to 44,0,0,"1,299",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Chester,2021,Female,Hispanic,45 to 49,0,0,"1,208",Crude/Age-Specific Rate,ND,ND,ND,,029
Coronary heart disease,Clarion,2021,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,White,45 to 49,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clarion,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,031
Coronary heart disease,Clearfield,2021,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,White,45 to 49,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Multi-Race,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clearfield,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,033
Coronary heart disease,Clinton,2021,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Clinton,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,035
Coronary heart disease,Columbia,2021,Male,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Columbia,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,037
Coronary heart disease,Crawford,2021,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,White,40 to 44,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Crawford,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,039
Coronary heart disease,Cumberland,2021,Male,White,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,White,45 to 49,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Asian/Pacific Islander,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Asian/Pacific Islander,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Black,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Cumberland,2021,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,041
Coronary heart disease,Dauphin,2021,Male,White,35 to 39,1,1,"6,771",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,White,40 to 44,2,2,"6,115",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,White,45 to 49,0,3,"5,884",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Black,35 to 39,1,1,"1,582",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Black,40 to 44,2,1,"1,540",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Black,45 to 49,3,1,"1,505",Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Multi-Race,35 to 39,0,0,190,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Multi-Race,40 to 44,0,0,178,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Multi-Race,45 to 49,0,0,171,Crude/Age-Specific Rate,ND,ND,ND,,043
Coronary heart disease,Dauphin,2021,Male,Hispanic,35 to 39,0,0,"1,165",Crude/Age-Specific Rate,ND,ND,ND,,043
