Rate_Ratio
" Pennsylvania Resident Deaths: Crude/Age-Specific Rates per 100,000"

CauseofDeaths,CountyState,Year,Sex,RaceEthnicity,Age,Obs_Count,Exp_Count,Population,TRateRatio,RateRatio,LowerBound,UpperBound,Significance,FIPSCode
Suicide (intentional self-harm),Berks,2022,Male,Black,60 to 64,0,0,749,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,25 to 29,0,0,681,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,30 to 34,0,0,424,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,35 to 39,0,0,409,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,40 to 44,0,0,383,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,45 to 49,0,0,277,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,50 to 54,0,0,214,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,55 to 59,0,0,289,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Multi-Race,60 to 64,0,0,144,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,25 to 29,1,1,"4,482",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,30 to 34,0,1,"4,129",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,35 to 39,2,1,"3,617",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,40 to 44,0,0,"3,337",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,45 to 49,0,0,"2,999",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,50 to 54,0,1,"2,593",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,55 to 59,0,0,"2,286",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Male,Hispanic,60 to 64,0,0,"1,667",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,25 to 29,0,0,"10,284",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,30 to 34,0,1,"11,320",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,35 to 39,1,1,"11,231",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,40 to 44,1,1,"11,043",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,45 to 49,0,1,"10,561",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,50 to 54,0,1,"12,099",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,55 to 59,1,1,"13,436",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,White,60 to 64,3,1,"13,337",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,25 to 29,0,0,"1,253",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,30 to 34,0,0,"1,284",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,35 to 39,0,0,"1,102",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,40 to 44,0,0,"1,069",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,45 to 49,0,0,869,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,50 to 54,0,0,924,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,55 to 59,0,0,875,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Black,60 to 64,0,0,676,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,25 to 29,0,0,571,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,30 to 34,0,0,430,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,35 to 39,0,0,398,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,40 to 44,0,0,331,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,45 to 49,0,0,259,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,50 to 54,0,0,277,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,55 to 59,0,0,224,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Multi-Race,60 to 64,0,0,141,Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,25 to 29,0,0,"4,145",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,30 to 34,0,0,"3,822",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,35 to 39,0,0,"3,692",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,40 to 44,0,0,"3,544",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,45 to 49,0,0,"2,892",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,50 to 54,0,0,"2,775",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,55 to 59,0,0,"2,417",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Berks,2022,Female,Hispanic,60 to 64,0,0,"1,593",Crude/Age-Specific Rate,ND,ND,ND,,011
Suicide (intentional self-harm),Blair,2022,Male,White,25 to 29,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,40 to 44,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,50 to 54,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,White,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,50 to 54,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,White,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Blair,2022,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,013
Suicide (intentional self-harm),Bradford,2022,Male,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,30 to 34,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,White,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,White,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
Suicide (intentional self-harm),Bradford,2022,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,015
